Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
26,"J Klein, H Levinson, J Marchetti","Model-driven engineering: Automatic code generation and beyond",2015,"CMU/SEI-2015-TN-005","kilthub.cmu.edu","https://kilthub.cmu.edu/ndownloader/files/40514609","https://scholar.google.com/scholar?cites=246551068130373227&as_sdt=2005&sciodt=2007&hl=en",39,"2025-06-12 13:45:48","PDF","","","",,,,,26,2.60,9,3,10,"… This report focuses on the application of MDE tools for automatic code generation in the context of the full system lifecycle from development to sustainment. Acquisition programs in …","https://kilthub.cmu.edu/ndownloader/files/40514609","https://scholar.google.com/scholar?q=related:a27n4uPsawMJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
36,"M Skotnica, J Klicpera, R Pergl","Towards model-driven smart contract systems-code generation and improving expressivity of smart contract modeling",2020,"Proc. EEWC","ceur-ws.org","https://ceur-ws.org/Vol-2825/paper1.pdf","https://scholar.google.com/scholar?cites=17866682523599773567&as_sdt=2005&sciodt=2007&hl=en",40,"2025-06-12 13:45:48","PDF","","","",,,,,36,7.20,12,3,5,"… their source code. To address the issues, this paper proposes a model-driven approach to create … An improved design of the DasContract language is presented, and a code generation …","https://ceur-ws.org/Vol-2825/paper1.pdf","https://scholar.google.com/scholar?q=related:fx_Y7Rc18_cJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
16,"M Anastaspoulos, T Forster, D Muthig","Optimizing model-driven development by deriving code generation patterns from product line architectures",2005,"NetObject Days 2005","researchgate.net","https://www.researchgate.net/profile/Dirk-Muthig/publication/228707167_Optimizing_Model-Driven_Development_by_Deriving_Code_Generation_Patterns_from_Product_Line_Architectures/links/53df91c40cf2a768e49bae50/Optimizing-Model-Driven-Development-by-Deriving-Code-Generation-Patterns-from-Product-Line-Architectures.pdf","https://scholar.google.com/scholar?cites=7879047119526594718&as_sdt=2005&sciodt=2007&hl=en",41,"2025-06-12 13:45:48","PDF","","","",,,,,16,0.80,5,3,20,"… systematic approach to model-driven development that tailors code generation to the goals of a particular organization. Our approach enables the creation of a generator infrastructure, …","https://www.researchgate.net/profile/Dirk-Muthig/publication/228707167_Optimizing_Model-Driven_Development_by_Deriving_Code_Generation_Patterns_from_Product_Line_Architectures/links/53df91c40cf2a768e49bae50/Optimizing-Model-Driven-Development-by-Deriving-Code-Generation-Patterns-from-Product-Line-Architectures.pdf","https://scholar.google.com/scholar?q=related:nojyN5z_V20J:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
10,"WJ Ray, A Farrar","Object model driven code generation for the enterprise",2001,"… on Rapid System Prototyping. RSP 2001","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/933843/","https://scholar.google.com/scholar?cites=14759808920676962080&as_sdt=2005&sciodt=2007&hl=en",42,"2025-06-12 13:45:48","","","","",,,,,10,0.42,5,2,24,"… The templates that drive code generation are the key to both the generation’s output, … generation process. During the course of experimentation with the model driven code generation …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=8296b5bfb27077b4e4f5afc59c4155acab794e4d","https://scholar.google.com/scholar?q=related:II-XNQNg1cwJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
90,"C Schlegel, A Steck, D Brugali, A Knoll","Design abstraction and processes in robotics: From code-driven to model-driven engineering",2010,"Simulation, Modeling, and …","Springer","https://link.springer.com/content/pdf/10.1007/978-3-642-17319-6_31.pdf","https://scholar.google.com/scholar?cites=3716303159898892952&as_sdt=2005&sciodt=2007&hl=en",43,"2025-06-12 13:45:48","","10.1007/978-3-642-17319-6_31","","",,,,,90,6.00,23,4,15,"… We present a novel overall vision of a model-driven engineering approach for robotics that … A model-driven toolchain provides the model transformation and code generation steps. It …","http://archivedsite.air.in.tum.de/Main/Publications/schlegel2010.pdf","https://scholar.google.com/scholar?q=related:mGpvuwj2kjMJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
27,"JO Ringert, A Roth, B Rumpe, A Wortmann","Code generator composition for model-driven engineering of robotics component &connector systems",2015,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1505.00904","https://scholar.google.com/scholar?cites=10783640142934808350&as_sdt=2005&sciodt=2007&hl=en",44,"2025-06-12 13:45:48","","","","",,,,,27,2.70,7,4,10,"… to code generator composition on a conceptual level. First, we describe code generator interfaces that support generator … Second, we sketch the process of code generator composition …","https://arxiv.org/pdf/1505.00904","https://scholar.google.com/scholar?q=related:HpdFaZMvp5UJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
26,"E Posse","PapyrusRT: modelling and code generation",2015,"Workshop on Open Source for Model Driven …","ceur-ws.org","https://ceur-ws.org/Vol-1541/OSS4MDE_2015_invited3.pdf","https://scholar.google.com/scholar?cites=7002655780219674255&as_sdt=2005&sciodt=2007&hl=en",45,"2025-06-12 13:45:48","PDF","","","",,,,,26,2.60,26,1,10,"… In this talk we introduce PapyrusRT, an open-source, industrial-strength model-driven development … Then we give an overview of the code generation process and its architecture, with …","https://ceur-ws.org/Vol-1541/OSS4MDE_2015_invited3.pdf","https://scholar.google.com/scholar?q=related:j15UmFRuLmEJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
116,"O Pastor, S España, JI Panach, N Aquino","Model-driven development",2008,"Informatik-Spektrum","Springer","https://link.springer.com/article/10.1007/s00287-008-0275-8","https://scholar.google.com/scholar?cites=4359223082252729003&as_sdt=2005&sciodt=2007&hl=en",46,"2025-06-12 13:45:48","","10.1007/s00287-008-0275-8","","",,,,,116,6.82,29,4,17,"… The approach proposed in this work was designed to be incorporated into a completely functional automatic code generation process, which uses a model compiler to generate not only …","https://www.academia.edu/download/49446230/s00287-008-0275-820161008-9678-1guzxav.pdf","https://scholar.google.com/scholar?q=related:q3pbEkwSfzwJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
146,"D Basin, M Clavel, M Egea","A decade of model-driven security",2011,"Proceedings of the 16th ACM symposium …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1998441.1998443","https://scholar.google.com/scholar?cites=14308760169875980053&as_sdt=2005&sciodt=2007&hl=en",47,"2025-06-12 13:45:48","","10.1145/1998441.1998443","","",,,,,146,10.43,49,3,14,"… We briefly describe the ideas behind code generation for … 4, our code generator produces Java code and access control con… The above describes routine code generation for the design …","https://infsec.ethz.ch/content/dam/ethz/special-interest/infk/inst-infsec/information-security-group-dam/research/publications/pub2011/sacmat11.pdf","https://scholar.google.com/scholar?q=related:FT-3PZDtksYJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
1,"S Giallorenzo, F Montesi…","Model-Driven Code Generation for Microservices: Service Models.",2023,"… of the Third and …","portal.findresearcher.sdu.dk","https://portal.findresearcher.sdu.dk/en/publications/model-driven-code-generation-for-microservices-service-models","https://scholar.google.com/scholar?cites=14731789612526169034&as_sdt=2005&sciodt=2007&hl=en",48,"2025-06-12 13:45:48","","","","",,,,,1,0.50,0,3,2,"We formally define and implement a translation of domain and service models expressed in the LEMMA modelling ecosystem for microservice architectures to source code in the Jolie …","https://portal.findresearcher.sdu.dk/files/253614843/OASIcs.Microservices.2020-2022.6.pdf","https://scholar.google.com/scholar?q=related:ymtpqJnUccwJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
166,"AZ Javed, PA Strooper…","Automated generation of test cases using model-driven architecture",2007,"… International Workshop on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4296714/","https://scholar.google.com/scholar?cites=6364542580290099302&as_sdt=2005&sciodt=2007&hl=en",49,"2025-06-12 13:45:48","","","","",,,,,166,9.22,55,3,18,"… , and Java code generation, for applications that are based on a structured model. In our method, we use EMF-based transformation engines for generating test cases from a model of …","https://www.researchgate.net/profile/Geoffrey-Watson-2/publication/4272487_Automated_Generation_of_Test_Cases_Using_Model-Driven_Architecture/links/02e7e5206c3f6763ac000000/Automated-Generation-of-Test-Cases-Using-Model-Driven-Architecture.pdf","https://scholar.google.com/scholar?q=related:ZhgKiMFlU1gJ:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
219,"K Yotov, X Li, G Ren, M Cibulskis, G DeJong…","A comparison of empirical and model-driven optimization",2003,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/781131.781140","https://scholar.google.com/scholar?cites=2289510439676250011&as_sdt=2005&sciodt=2007&hl=en",50,"2025-06-12 13:45:48","","10.1145/781131.781140","","",,,,,219,9.95,37,6,22,"… Since both ATLAS and our modified version use the same code generator, we are … model-driven optimization as implemented in the two systems, and not from different code generation …","https://www.academia.edu/download/41384908/A_comparison_of_empirical_and_model-driv20160121-6996-b3ila6.pdf","https://scholar.google.com/scholar?q=related:m4dzUp35xR8J:scholar.google.com/&scioq=%22model+driven%22+code+generation&hl=en&as_sdt=2007"
